hospital_id,datetime_hour,er_occupancy,staffing_level,avg_wait_time_last_hour,patients_left_without_being_seen_last_hour
H01,03-01-2024 02:00,9,12,108,1
H01,03-01-2024 03:00,7,11,58,0
H01,03-01-2024 04:00,57,10,79,2
H01,03-01-2024 05:00,35,5,67,1
H01,03-01-2024 06:00,54,8,106,1
H01,03-01-2024 07:00,12,19,54,2
H01,03-01-2024 08:00,33,19,115,2
H01,03-01-2024 09:00,48,,57,1
H01,03-01-2024 10:00,10,11,103,1
H01,03-01-2024 11:00,50,7,23,2
H01,03-01-2024 12:00,50,8,32,0
H01,03-01-2024 13:00,16,5,77,1
H01,03-01-2024 14:00,37,20,111,0
H01,03-01-2024 15:00,44,16,74,2
H01,03-01-2024 16:00,18,8,48,1
H01,03-01-2024 17:00,49,19,83,2
H01,03-01-2024 18:00,22,16,26,1
H01,03-01-2024 19:00,41,9,93,2
H01,03-01-2024 20:00,34,10,33,0
H01,03-01-2024 21:00,28,15,69,0
H01,03-01-2024 22:00,58,16,111,0
H01,03-01-2024 23:00,38,9,46,2
H01,04-01-2024 00:00,20,5,113,2
H01,04-01-2024 01:00,46,9,74,2
H01,04-01-2024 02:00,53,24,93,2
H01,04-01-2024 03:00,23,16,25,1
H01,04-01-2024 04:00,16,10,97,2
H01,04-01-2024 05:00,15,6,25,1
H01,04-01-2024 06:00,26,7,100,2
H01,04-01-2024 07:00,14,15,107,0
H01,04-01-2024 08:00,29,5,49,0
H01,04-01-2024 09:00,52,21,119,0
H01,04-01-2024 10:00,10,10,51,1
H01,04-01-2024 11:00,5,18,114,0
H01,04-01-2024 12:00,35,21,22,0
H01,04-01-2024 13:00,45,15,46,1
H01,04-01-2024 14:00,49,8,28,1
H01,04-01-2024 15:00,10,14,98,1
H01,04-01-2024 16:00,49,8,31,1
H01,04-01-2024 17:00,53,17,34,2
H01,04-01-2024 18:00,7,16,73,0
H01,04-01-2024 19:00,21,16,38,0
H01,04-01-2024 20:00,18,22,102,2
H01,04-01-2024 21:00,6,6,23,2
H01,04-01-2024 22:00,42,19,27,2
H01,04-01-2024 23:00,13,10,83,0
H01,05-01-2024 00:00,53,17,84,1
H01,05-01-2024 01:00,59,24,64,2
H01,05-01-2024 02:00,27,14,57,0
H01,05-01-2024 03:00,54,6,104,1
H01,05-01-2024 04:00,31,9,115,1
H01,05-01-2024 05:00,26,22,106,1
H01,05-01-2024 06:00,48,21,115,0
H01,05-01-2024 07:00,41,21,112,0
H01,05-01-2024 08:00,40,9,72,2
H01,05-01-2024 09:00,50,22,46,0
H01,05-01-2024 10:00,26,17,71,2
H01,05-01-2024 11:00,33,11,52,1
H01,05-01-2024 12:00,44,14,78,1
H01,05-01-2024 13:00,57,,41,1
H01,05-01-2024 14:00,52,20,112,2
H01,05-01-2024 15:00,57,5,50,0
H01,05-01-2024 16:00,13,11,73,0
H01,05-01-2024 17:00,58,17,55,1
H01,05-01-2024 18:00,14,5,29,0
H01,05-01-2024 19:00,9,24,99,2
H01,05-01-2024 20:00,50,21,30,2
H01,05-01-2024 21:00,38,23,25,0
H01,05-01-2024 22:00,15,9,103,1
H01,05-01-2024 23:00,40,13,61,0
H01,06-01-2024 00:00,46,23,45,1
H01,06-01-2024 01:00,49,23,83,0
H01,06-01-2024 02:00,29,23,60,1
H01,06-01-2024 03:00,39,5,37,2
H01,06-01-2024 04:00,50,7,20,2
H01,06-01-2024 05:00,52,7,35,0
H01,06-01-2024 06:00,52,11,65,0
H01,06-01-2024 07:00,37,16,100,2
H01,06-01-2024 08:00,23,9,89,0
H01,06-01-2024 09:00,24,17,63,2
H01,06-01-2024 10:00,29,6,63,1
H01,06-01-2024 11:00,54,22,82,0
H01,06-01-2024 12:00,54,20,63,0
H01,06-01-2024 13:00,56,14,78,2
H01,06-01-2024 14:00,30,15,88,2
H01,06-01-2024 15:00,52,8,96,1
H01,06-01-2024 16:00,51,5,20,1
H01,06-01-2024 17:00,34,23,34,2
H01,06-01-2024 18:00,50,14,51,2
H01,06-01-2024 19:00,5,12,65,2
H01,06-01-2024 20:00,59,14,61,1
H01,06-01-2024 21:00,21,9,104,2
H01,06-01-2024 22:00,38,14,67,1
H01,06-01-2024 23:00,48,6,67,1
H01,07-01-2024 00:00,58,14,108,2
H01,07-01-2024 01:00,36,9,106,2
H01,07-01-2024 02:00,42,19,83,1
H01,07-01-2024 03:00,40,19,47,1
H01,07-01-2024 04:00,20,9,23,2
H01,07-01-2024 05:00,24,13,46,1
H01,07-01-2024 06:00,32,21,72,0
H01,07-01-2024 07:00,11,17,61,1
H01,07-01-2024 08:00,59,24,103,2
H01,07-01-2024 09:00,47,14,71,1
H01,07-01-2024 10:00,26,19,38,1
H01,07-01-2024 11:00,46,15,64,2
H01,07-01-2024 12:00,49,11,86,0
H01,07-01-2024 13:00,6,6,27,1
H01,07-01-2024 14:00,5,15,103,1
H01,07-01-2024 15:00,47,12,76,0
H01,07-01-2024 16:00,31,17,111,2
H01,07-01-2024 17:00,58,12,78,1
H01,07-01-2024 18:00,36,8,24,2
H01,07-01-2024 19:00,30,21,61,0
H01,07-01-2024 20:00,26,7,60,2
H01,07-01-2024 21:00,50,5,87,2
H01,07-01-2024 22:00,44,24,82,0
H01,07-01-2024 23:00,29,11,111,2
H01,08-01-2024 00:00,33,18,48,1
H01,08-01-2024 01:00,49,18,88,2
H01,08-01-2024 02:00,29,6,97,1
H01,08-01-2024 03:00,59,18,26,0
H01,08-01-2024 04:00,24,24,110,2
H01,08-01-2024 05:00,55,15,87,0
H01,08-01-2024 06:00,57,17,54,1
H01,08-01-2024 07:00,48,10,33,0
H01,08-01-2024 08:00,53,5,90,2
H01,08-01-2024 09:00,57,19,59,0
H01,08-01-2024 10:00,8,9,74,2
H01,08-01-2024 11:00,6,14,23,1
H01,08-01-2024 12:00,29,,56,0
H01,08-01-2024 13:00,33,13,26,1
H01,08-01-2024 14:00,33,21,38,2
H01,08-01-2024 15:00,55,21,107,0
H01,08-01-2024 16:00,45,7,40,0
H01,08-01-2024 17:00,20,8,43,0
H01,08-01-2024 18:00,22,14,73,2
H01,08-01-2024 19:00,11,13,55,0
H01,08-01-2024 20:00,53,17,91,2
H01,08-01-2024 21:00,27,17,81,2
H01,08-01-2024 22:00,41,16,85,2
H01,08-01-2024 23:00,54,8,23,1
H01,09-01-2024 00:00,19,22,112,0
H01,09-01-2024 01:00,48,20,39,0
H01,09-01-2024 02:00,6,10,40,2
H01,09-01-2024 03:00,29,16,111,0
H01,09-01-2024 04:00,36,12,78,1
H01,09-01-2024 05:00,24,10,37,2
H01,09-01-2024 06:00,41,21,67,0
H01,09-01-2024 07:00,39,14,81,0
H01,09-01-2024 08:00,42,8,32,2
H01,09-01-2024 09:00,58,19,106,0
H01,09-01-2024 10:00,12,12,29,2
H01,09-01-2024 11:00,55,23,24,2
H01,09-01-2024 12:00,27,10,101,2
H01,09-01-2024 13:00,31,10,53,1
H01,09-01-2024 14:00,21,9,31,1
H01,09-01-2024 15:00,14,23,69,2
H01,09-01-2024 16:00,58,12,107,2
H01,09-01-2024 17:00,14,23,109,2
H01,09-01-2024 18:00,33,5,51,0
H01,09-01-2024 19:00,17,23,107,2
H01,09-01-2024 20:00,5,17,46,0
H01,09-01-2024 21:00,46,23,54,2
H01,09-01-2024 22:00,57,20,76,2
H01,09-01-2024 23:00,24,18,111,2
H01,10-01-2024 00:00,32,23,93,1
H01,10-01-2024 01:00,48,13,38,1
H01,10-01-2024 02:00,57,6,39,0
H01,10-01-2024 03:00,45,5,79,0
H01,10-01-2024 04:00,45,15,42,1
H01,10-01-2024 05:00,47,14,103,2
H01,10-01-2024 06:00,8,9,56,1
H01,10-01-2024 07:00,6,21,118,2
H01,10-01-2024 08:00,56,8,47,1
H01,10-01-2024 09:00,16,20,45,1
H01,10-01-2024 10:00,33,6,29,1
H01,10-01-2024 11:00,50,16,45,2
H01,10-01-2024 12:00,28,14,64,2
H01,10-01-2024 13:00,16,21,97,0
H01,10-01-2024 14:00,44,16,76,1
H01,10-01-2024 15:00,14,18,67,0
H01,10-01-2024 16:00,18,10,73,2
H01,10-01-2024 17:00,21,11,83,1
H01,10-01-2024 18:00,12,12,52,0
H01,10-01-2024 19:00,38,20,25,1
H01,10-01-2024 20:00,11,21,74,2
H01,10-01-2024 21:00,36,12,99,1
H01,10-01-2024 22:00,45,7,70,1
H01,10-01-2024 23:00,56,22,75,1
H01,11-01-2024 00:00,50,7,114,0
H01,11-01-2024 01:00,29,8,37,0
H01,11-01-2024 02:00,22,11,68,2
H01,11-01-2024 03:00,55,22,95,1
H01,11-01-2024 04:00,56,21,81,2
H01,11-01-2024 05:00,58,10,57,2
H01,11-01-2024 06:00,22,16,76,2
H01,11-01-2024 07:00,25,13,57,2
H01,11-01-2024 08:00,30,21,75,2
H01,11-01-2024 09:00,14,7,65,0
H01,11-01-2024 10:00,39,22,68,1
H01,11-01-2024 11:00,36,10,73,1
H01,11-01-2024 12:00,31,9,69,1
H01,11-01-2024 13:00,46,16,103,2
H01,11-01-2024 14:00,34,20,114,2
H01,11-01-2024 15:00,21,15,114,2
H01,11-01-2024 16:00,16,16,104,0
H01,11-01-2024 17:00,16,24,117,0
H01,11-01-2024 18:00,25,17,102,1
H01,11-01-2024 19:00,23,23,68,1
H01,11-01-2024 20:00,14,17,69,1
H01,11-01-2024 21:00,22,24,50,1
H01,11-01-2024 22:00,35,23,70,1
H01,11-01-2024 23:00,38,16,73,1
H01,12-01-2024 00:00,31,24,110,1
H01,12-01-2024 01:00,26,24,68,1
H01,12-01-2024 02:00,29,18,51,2
H01,12-01-2024 03:00,41,17,62,1
H01,12-01-2024 04:00,45,11,109,0
H01,12-01-2024 05:00,29,24,42,0
H01,12-01-2024 06:00,58,16,33,2
H01,12-01-2024 07:00,28,13,84,0
H01,12-01-2024 08:00,8,10,54,2
H01,12-01-2024 09:00,55,22,37,1
H01,12-01-2024 10:00,16,7,67,0
H01,12-01-2024 11:00,18,24,38,1
H01,12-01-2024 12:00,9,18,69,2
H01,12-01-2024 13:00,40,15,76,0
H01,12-01-2024 14:00,32,17,97,2
H01,12-01-2024 15:00,13,14,111,1
H01,12-01-2024 16:00,52,12,27,0
H01,12-01-2024 17:00,14,17,38,2
H01,12-01-2024 18:00,7,11,64,0
H01,12-01-2024 19:00,42,17,76,2
H01,12-01-2024 20:00,19,8,83,1
H01,12-01-2024 21:00,23,18,112,1
H01,12-01-2024 22:00,14,9,99,2
H01,12-01-2024 23:00,18,5,26,0
H01,13-01-2024 00:00,19,5,114,0
H01,13-01-2024 01:00,39,19,21,0
H01,13-01-2024 02:00,17,9,22,0
H01,13-01-2024 03:00,37,24,59,2
H01,13-01-2024 04:00,27,15,50,2
H01,13-01-2024 05:00,24,,61,0
H01,13-01-2024 06:00,9,14,71,1
H01,13-01-2024 07:00,45,24,67,0
H01,13-01-2024 08:00,12,23,67,2
H01,13-01-2024 09:00,45,8,51,1
H01,13-01-2024 10:00,33,15,73,1
H01,13-01-2024 11:00,19,9,88,0
H01,13-01-2024 12:00,24,7,83,1
H01,13-01-2024 13:00,49,19,40,0
H01,13-01-2024 14:00,15,8,29,0
H01,13-01-2024 15:00,59,17,104,0
H01,13-01-2024 16:00,49,18,22,1
H01,13-01-2024 17:00,21,13,71,1
H01,13-01-2024 18:00,25,5,31,2
H01,13-01-2024 19:00,8,22,37,0
H01,13-01-2024 20:00,34,23,109,0
H01,13-01-2024 21:00,20,22,65,0
H01,13-01-2024 22:00,50,16,92,2
H01,13-01-2024 23:00,35,14,46,1
H01,14-01-2024 00:00,7,17,40,2
H01,14-01-2024 01:00,31,11,34,0
H01,14-01-2024 02:00,42,5,108,2
H01,14-01-2024 03:00,19,10,28,2
H01,14-01-2024 04:00,31,24,119,0
H01,14-01-2024 05:00,36,8,118,1
H01,14-01-2024 06:00,30,15,81,0
H01,14-01-2024 07:00,48,11,68,1
H01,14-01-2024 08:00,33,13,107,1
H01,14-01-2024 09:00,17,20,71,1
H01,14-01-2024 10:00,6,11,111,0
H01,14-01-2024 11:00,48,18,115,1
H01,14-01-2024 12:00,25,21,65,1
H01,14-01-2024 13:00,57,15,26,1
H01,14-01-2024 14:00,57,5,82,1
H01,14-01-2024 15:00,58,,29,1
H01,14-01-2024 16:00,12,21,73,2
H01,14-01-2024 17:00,21,22,115,1
H01,14-01-2024 18:00,27,8,34,1
H01,14-01-2024 19:00,53,10,34,1
H01,14-01-2024 20:00,19,6,43,1
H01,14-01-2024 21:00,58,7,25,1
H01,14-01-2024 22:00,27,11,62,2
H01,14-01-2024 23:00,13,12,26,2
H01,15-01-2024 00:00,53,15,28,0
H01,15-01-2024 01:00,57,11,41,2
H01,15-01-2024 02:00,55,12,45,1
H01,15-01-2024 03:00,35,10,113,0
H01,15-01-2024 04:00,5,24,26,2
H01,15-01-2024 05:00,34,12,51,1
H01,15-01-2024 06:00,25,15,60,1
H01,15-01-2024 07:00,6,16,53,1
H01,15-01-2024 08:00,36,19,97,2
H01,15-01-2024 09:00,18,9,33,2
H01,15-01-2024 10:00,44,13,111,0
H01,15-01-2024 11:00,9,21,119,0
H01,15-01-2024 12:00,24,9,118,2
H01,15-01-2024 13:00,15,6,82,0
H01,15-01-2024 14:00,24,6,63,2
H01,15-01-2024 15:00,26,13,76,2
H01,15-01-2024 16:00,44,23,37,2
H01,15-01-2024 17:00,39,19,113,0
H01,15-01-2024 18:00,58,12,75,1
H01,15-01-2024 19:00,22,5,57,1
H01,15-01-2024 20:00,34,8,49,2
H01,15-01-2024 21:00,46,18,118,2
H01,15-01-2024 22:00,34,18,90,0
H01,15-01-2024 23:00,19,19,23,0
H01,16-01-2024 00:00,24,21,85,0
H01,16-01-2024 01:00,42,23,112,2
H01,16-01-2024 02:00,11,17,66,0
H01,16-01-2024 03:00,6,18,88,0
H01,16-01-2024 04:00,21,12,90,0
H01,16-01-2024 05:00,30,16,63,2
H01,16-01-2024 06:00,44,14,114,2
H01,16-01-2024 07:00,13,17,118,2
H01,16-01-2024 08:00,31,20,109,2
H01,16-01-2024 09:00,32,7,53,0
H01,16-01-2024 10:00,6,10,115,1
H01,16-01-2024 11:00,50,18,92,0
H01,16-01-2024 12:00,29,,107,0
H01,16-01-2024 13:00,14,20,83,1
H01,16-01-2024 14:00,44,14,58,0
H01,16-01-2024 15:00,17,8,96,0
H01,16-01-2024 16:00,8,18,102,1
H01,16-01-2024 17:00,20,24,39,2
H01,16-01-2024 18:00,56,19,63,1
H01,16-01-2024 19:00,46,12,39,1
H01,16-01-2024 20:00,8,18,24,0
H01,16-01-2024 21:00,43,8,47,1
H01,16-01-2024 22:00,33,17,96,1
H01,16-01-2024 23:00,21,16,33,2
H01,17-01-2024 00:00,24,17,109,0
H01,17-01-2024 01:00,40,22,107,0
H01,17-01-2024 02:00,37,9,48,0
H01,17-01-2024 03:00,31,16,54,0
H01,17-01-2024 04:00,47,23,60,2
H01,17-01-2024 05:00,33,7,52,0
H01,17-01-2024 06:00,28,,36,0
H01,17-01-2024 07:00,22,23,109,1
H01,17-01-2024 08:00,22,12,20,0
H01,17-01-2024 09:00,24,8,69,1
H01,17-01-2024 10:00,20,20,82,1
H01,17-01-2024 11:00,25,6,36,2
H01,17-01-2024 12:00,12,18,94,1
H01,17-01-2024 13:00,59,24,48,0
H01,17-01-2024 14:00,10,24,108,0
H01,17-01-2024 15:00,12,24,56,1
H01,17-01-2024 16:00,18,20,72,0
H01,17-01-2024 17:00,10,7,104,2
H01,17-01-2024 18:00,18,20,46,0
H01,17-01-2024 19:00,42,14,111,0
H01,17-01-2024 20:00,7,6,58,1
H01,17-01-2024 21:00,40,16,61,2
H01,17-01-2024 22:00,51,,94,2
H01,17-01-2024 23:00,52,17,30,0
H01,18-01-2024 00:00,28,16,36,1
H01,18-01-2024 01:00,36,9,54,2
H01,18-01-2024 02:00,58,12,41,1
H01,18-01-2024 03:00,28,16,58,2
H01,18-01-2024 04:00,22,12,78,0
H01,18-01-2024 05:00,14,,42,1
H01,18-01-2024 06:00,30,15,93,1
H01,18-01-2024 07:00,21,15,51,0
H01,18-01-2024 08:00,45,24,59,2
H01,18-01-2024 09:00,6,9,37,1
H01,18-01-2024 10:00,55,24,99,1
H01,18-01-2024 11:00,56,,67,1
H01,18-01-2024 12:00,17,23,114,1
H01,18-01-2024 13:00,7,12,99,1
H01,18-01-2024 14:00,49,18,39,0
H01,18-01-2024 15:00,19,24,83,0
H01,18-01-2024 16:00,38,5,39,1
H01,18-01-2024 17:00,56,8,30,0
H01,18-01-2024 18:00,42,5,84,2
H01,18-01-2024 19:00,23,20,105,0
H01,18-01-2024 20:00,21,,116,2
H01,18-01-2024 21:00,7,6,76,2
H01,18-01-2024 22:00,40,19,63,1
H01,18-01-2024 23:00,40,17,106,1
H01,19-01-2024 00:00,29,18,43,2
H01,19-01-2024 01:00,51,22,38,1
H01,19-01-2024 02:00,35,9,67,1
H01,19-01-2024 03:00,12,8,100,2
H01,19-01-2024 04:00,53,11,26,2
H01,19-01-2024 05:00,51,15,94,0
H01,19-01-2024 06:00,21,23,25,2
H01,19-01-2024 07:00,50,22,45,0
H01,19-01-2024 08:00,41,8,111,2
H01,19-01-2024 09:00,35,20,83,0
H01,19-01-2024 10:00,53,7,104,0
H01,19-01-2024 11:00,31,21,74,1
H01,19-01-2024 12:00,37,18,43,1
H01,19-01-2024 13:00,46,19,35,0
H01,19-01-2024 14:00,40,23,90,1
H01,19-01-2024 15:00,45,19,29,1
H01,19-01-2024 16:00,12,12,40,1
H01,19-01-2024 17:00,44,8,117,0
H01,19-01-2024 18:00,49,20,83,1
H01,19-01-2024 19:00,6,17,63,0
H01,19-01-2024 20:00,30,15,28,1
H01,19-01-2024 21:00,52,23,117,0
H01,19-01-2024 22:00,5,17,43,0
H01,19-01-2024 23:00,25,16,81,0
H01,20-01-2024 00:00,29,18,99,0
H01,20-01-2024 01:00,13,11,86,1
H01,20-01-2024 02:00,27,21,52,0
H01,20-01-2024 03:00,47,18,76,2
H01,20-01-2024 04:00,43,24,24,2
H01,20-01-2024 05:00,40,22,92,2
H01,20-01-2024 06:00,58,23,97,0
H01,20-01-2024 07:00,31,12,96,0
H01,20-01-2024 08:00,50,20,44,1
H01,20-01-2024 09:00,17,18,94,1
H01,20-01-2024 10:00,36,,110,1
H01,20-01-2024 11:00,52,19,92,1
H01,20-01-2024 12:00,33,16,64,0
H01,20-01-2024 13:00,5,11,66,2
H01,20-01-2024 14:00,37,5,112,2
H01,20-01-2024 15:00,19,7,107,0
H01,20-01-2024 16:00,9,7,108,1
H01,20-01-2024 17:00,26,21,40,0
H01,20-01-2024 18:00,47,7,108,1
H01,20-01-2024 19:00,58,23,67,2
H01,20-01-2024 20:00,11,6,76,2
H01,20-01-2024 21:00,46,6,112,0
H01,20-01-2024 22:00,31,19,85,2
H01,20-01-2024 23:00,52,13,62,0
H01,21-01-2024 00:00,14,16,94,0
H01,21-01-2024 01:00,53,23,99,1
H01,21-01-2024 02:00,32,20,93,0
H01,21-01-2024 03:00,17,23,86,1
H01,21-01-2024 04:00,47,18,63,1
H01,21-01-2024 05:00,13,18,60,1
H01,21-01-2024 06:00,50,6,46,1
H01,21-01-2024 07:00,52,9,21,1
H01,21-01-2024 08:00,11,7,74,0
H01,21-01-2024 09:00,25,,84,2
H01,21-01-2024 10:00,16,9,102,0
H01,21-01-2024 11:00,48,5,75,1
H01,21-01-2024 12:00,40,23,95,0
H01,21-01-2024 13:00,51,9,25,2
H01,21-01-2024 14:00,18,17,28,2
H01,21-01-2024 15:00,35,18,30,0
H01,21-01-2024 16:00,24,24,95,2
H01,21-01-2024 17:00,52,5,70,2
H01,21-01-2024 18:00,24,15,116,0
H01,21-01-2024 19:00,5,18,67,2
H01,21-01-2024 20:00,53,8,34,1
H01,21-01-2024 21:00,59,15,64,2
H01,21-01-2024 22:00,37,15,58,1
H01,21-01-2024 23:00,26,,30,1
H01,22-01-2024 00:00,47,18,62,2
H01,22-01-2024 01:00,16,24,40,1
H01,22-01-2024 02:00,22,8,81,0
H01,22-01-2024 03:00,11,,23,0
H01,22-01-2024 04:00,31,22,62,0
H01,22-01-2024 05:00,58,20,44,2
H01,22-01-2024 06:00,15,11,78,0
H01,22-01-2024 07:00,43,22,92,2
H01,22-01-2024 08:00,33,14,104,1
H01,22-01-2024 09:00,47,21,39,1
H01,22-01-2024 10:00,54,11,88,1
H01,22-01-2024 11:00,52,16,46,0
H01,22-01-2024 12:00,54,5,76,0
H01,22-01-2024 13:00,5,22,87,1
H01,22-01-2024 14:00,32,19,118,1
H01,22-01-2024 15:00,17,12,108,0
H01,22-01-2024 16:00,15,7,84,2
H01,22-01-2024 17:00,26,6,48,2
H01,22-01-2024 18:00,21,17,61,0
H01,22-01-2024 19:00,57,13,45,1
H01,22-01-2024 20:00,50,5,46,1
H01,22-01-2024 21:00,46,11,90,0
H01,22-01-2024 22:00,27,12,86,2
H01,22-01-2024 23:00,37,11,49,0
H01,23-01-2024 00:00,6,12,43,1
H01,23-01-2024 01:00,14,6,51,1
H01,23-01-2024 02:00,36,15,46,1
H01,23-01-2024 03:00,21,14,49,2
H01,23-01-2024 04:00,30,,46,0
H01,23-01-2024 05:00,38,,30,2
H01,23-01-2024 06:00,17,11,30,2
H01,23-01-2024 07:00,30,11,22,2
H01,23-01-2024 08:00,43,18,83,1
H01,23-01-2024 09:00,59,11,43,0
H01,23-01-2024 10:00,56,5,78,1
H01,23-01-2024 11:00,20,24,68,0
H01,23-01-2024 12:00,47,10,51,1
H01,23-01-2024 13:00,33,5,84,1
H01,23-01-2024 14:00,30,11,30,2
H01,23-01-2024 15:00,41,18,94,1
H01,23-01-2024 16:00,16,13,33,2
H01,23-01-2024 17:00,49,,62,2
H01,23-01-2024 18:00,53,14,72,1
H01,23-01-2024 19:00,36,5,113,1
H01,23-01-2024 20:00,17,23,29,0
H01,23-01-2024 21:00,5,16,56,2
H01,23-01-2024 22:00,16,11,33,1
H01,23-01-2024 23:00,29,20,70,1
H01,24-01-2024 00:00,19,20,114,1
H01,24-01-2024 01:00,19,13,90,2
H01,24-01-2024 02:00,50,16,37,0
H01,24-01-2024 03:00,59,20,104,2
H01,24-01-2024 04:00,56,14,110,1
H01,24-01-2024 05:00,21,9,61,1
H01,24-01-2024 06:00,9,13,94,1
H01,24-01-2024 07:00,9,20,89,0
H01,24-01-2024 08:00,42,20,119,0
H01,24-01-2024 09:00,53,20,91,1
H01,24-01-2024 10:00,56,10,73,0
H01,24-01-2024 11:00,5,14,22,0
H01,24-01-2024 12:00,27,24,75,2
H01,24-01-2024 13:00,41,17,109,1
H01,24-01-2024 14:00,7,9,94,1
H01,24-01-2024 15:00,22,5,92,0
H01,24-01-2024 16:00,40,,78,2
H01,24-01-2024 17:00,12,18,52,0
H01,24-01-2024 18:00,44,15,88,1
H01,24-01-2024 19:00,57,17,25,1
H01,24-01-2024 20:00,44,24,32,2
H01,24-01-2024 21:00,59,11,118,1
H01,24-01-2024 22:00,34,24,95,2
H01,24-01-2024 23:00,17,9,43,1
H01,25-01-2024 00:00,27,8,81,0
H01,25-01-2024 01:00,11,15,34,1
H01,25-01-2024 02:00,9,6,51,0
H01,25-01-2024 03:00,41,14,56,2
H01,25-01-2024 04:00,45,23,102,1
H01,25-01-2024 05:00,32,15,87,2
H01,25-01-2024 06:00,34,,64,1
H01,25-01-2024 07:00,12,24,98,2
H01,25-01-2024 08:00,6,10,99,2
H01,25-01-2024 09:00,20,11,58,0
H01,25-01-2024 10:00,38,17,92,1
H01,25-01-2024 11:00,30,19,68,1
H01,25-01-2024 12:00,26,8,99,1
H01,25-01-2024 13:00,8,20,41,1
H01,25-01-2024 14:00,53,12,68,1
H01,25-01-2024 15:00,5,23,63,0
H01,25-01-2024 16:00,37,20,62,1
H01,25-01-2024 17:00,27,10,31,1
H01,25-01-2024 18:00,37,13,91,0
H01,25-01-2024 19:00,43,10,45,0
H01,25-01-2024 20:00,45,,24,1
H01,25-01-2024 21:00,9,17,20,1
H01,25-01-2024 22:00,35,13,72,2
H01,25-01-2024 23:00,25,24,113,0
H01,26-01-2024 00:00,55,17,98,2
H01,26-01-2024 01:00,30,18,88,0
H01,26-01-2024 02:00,54,21,78,1
H01,26-01-2024 03:00,58,14,33,2
H01,26-01-2024 04:00,14,17,66,2
H01,26-01-2024 05:00,59,10,60,2
H01,26-01-2024 06:00,44,10,81,0
H01,26-01-2024 07:00,20,17,92,2
H01,26-01-2024 08:00,13,19,105,0
H01,26-01-2024 09:00,44,15,73,0
H01,26-01-2024 10:00,46,19,62,2
H01,26-01-2024 11:00,12,9,111,2
H01,26-01-2024 12:00,28,10,112,1
H01,26-01-2024 13:00,59,18,55,0
H01,26-01-2024 14:00,56,11,55,2
H01,26-01-2024 15:00,47,17,82,0
H01,26-01-2024 16:00,34,16,64,1
H01,26-01-2024 17:00,16,19,91,1
H01,26-01-2024 18:00,34,10,60,1
H01,26-01-2024 19:00,18,11,65,1
H01,26-01-2024 20:00,50,12,59,2
H01,26-01-2024 21:00,46,21,118,0
H01,26-01-2024 22:00,42,15,99,1
H01,26-01-2024 23:00,43,9,77,0
H01,27-01-2024 00:00,46,13,81,1
H01,27-01-2024 01:00,12,12,57,0
H01,27-01-2024 02:00,24,9,91,2
H01,27-01-2024 03:00,36,10,51,0
H01,27-01-2024 04:00,51,23,68,0
H01,27-01-2024 05:00,46,12,63,1
H01,27-01-2024 06:00,52,20,102,2
H01,27-01-2024 07:00,15,15,74,1
